"Colaborador","Roles","Sexo.x","PaisOrigen.x","Nacimiento.x","Muerte.x","NombreR","Titulo","Fecha.ISO","Tipo","CantidadPaginas","Traduccion","Traductor"
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","JOSEPH CAILLAUX SALVA DE NUEVO A FRANCIA","1925-05-22","Prosa No Ficción",0.9,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista","Contra el desprestigio del franco, el prestigio creciente de Joseph Caillaux","1925-05-22","Imagen",0.2,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista",NA,"1925-05-22","Imagen",0.1,"No",NA
"Fervier, Luis","Creador",NA,NA,NA,NA,"La Revista","ASTERISCOS","1925-05-22","Reseña de revista",0.4,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-22","Publicidad",0.4,"No",NA
"Alzate B., Delio","Creador",NA,NA,NA,NA,"La Revista","DESOLACION","1925-05-22","Poesía",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","SOLUCION A LA CHARADA (CAPRICHOSA)","1925-05-22","Poesía",0.1,"No",NA
"Cortés, Narciso Alonso","Creador","M","España","1875","1972","La Revista","COLOMBIA","1925-05-22","Poesía",0.1,"No",NA
"Vélez Escobar, Santiago","Creador","M","Colombia","1900","1955","La Revista","CHARADA","1925-05-22","Poesía",0.1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","MIENTRAS MAS PRONTO MEJOR","1925-05-22","Publicidad",0.2,"No",NA
"Martínez Villegas, Eduardo","Creador","M","Colombia","1821","1929","La Revista","ENSAYO SOBRRE LA EVOLUCION DE LA POESIA MODERNA","1925-05-22","Prosa No Ficción",1,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista","Señor Eduardo Martínez Villegas","1925-05-22","Imagen",0.1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-22","Publicidad",0.2,"No",NA
"Tarleau, Lisa Ysaye","Creador","F","Estados Unidos","1878","1952","La Revista","Loutré","1925-05-22","Prosa Ficción",1.6,"Sí","Anónimo"
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-22","Publicidad",0.4,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","La danza de las horas","1925-05-22","Prosa No Ficción",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-22","Publicidad",0.2,"No",NA
"Comert, Marguerite","Creador","F","Francia","1873","1964","La Revista","¡CHIST! MAMA ESTA DURMIENDO","1925-05-22","Prosa Ficción",0.7,"Sí","Anónimo"
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista","Niños Beatriz y Guido Restrepo Londoño, de Medellín","1925-05-22","Imagen",0.1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-22","Publicidad",0.2,"No",NA
"Velásquez Botero, Samuel","Creador","M","Colombia","1865","1942","La Revista","VIRGINIA FABREGAS","1925-05-22","Prosa No Ficción",0.8,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-22","Publicidad",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","EL MILAGRO DE LOS LOBOS","1925-05-22","Prosa No Ficción",2.9,"Sí","Anónimo"
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-22","Publicidad",0.1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-22","Publicidad",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-22","Publicidad",1,"No",NA
"Álvarez Quintero, Joaquín","Creador","M","España","1873","1944","La Revista","LA CANCION DE LA MADRE","1925-05-28","Poesía",1,"No",NA
"Álvarez Quintero, Serafín","Creador","M","España","1871","1938","La Revista","LA CANCION DE LA MADRE","1925-05-28","Poesía",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-28","Publicidad",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-28","Publicidad",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-28","Publicidad",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","EL DIA DE LA MADRE","1925-05-28","Prosa No Ficción",0.6,"No",NA
"Fervier, Luis","Creador",NA,NA,NA,NA,"La Revista","ASTERISCOS","1925-05-28","Prosa No Ficción",0.9,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista",NA,"1925-05-28","Imagen",0.2,"No",NA
"Restrepo Restrepo, Carlos Eugenio","Creador","M","Colombia","1867","1937","La Revista",NA,"1925-05-28","Prosa No Ficción",0.2,"No",NA
"Latorre, Gabriel","Creador","M","Colombia","1868","1935","La Revista",NA,"1925-05-28","Poesía",0.2,"No",NA
"Cano, Antonio José","Creador","M","Colombia","1874","1942","La Revista",NA,"1925-05-28","Poesía",0.2,"No",NA
"Uribe Ospina, Enrique","Creador","M","Colombia","1882","1947","La Revista",NA,"1925-05-28","Poesía",0.2,"No",NA
"Robledo, Emilio","Creador","M","Colombia","1875","1961","La Revista",NA,"1925-05-28","Poesía",0.2,"No",NA
"Corral, Rafael del","Creador","M","Colombia","1872","1946","La Revista","Madre","1925-05-28","Prosa No Ficción",0.1,"No",NA
"Palacio Muñoz, Obdulio","Creador","M","Colombia","","","La Revista",NA,"1925-05-28","Prosa No Ficción",0.1,"No",NA
"Gómez Escobar, Francisco","Creador","M","Colombia","1867","1938","La Revista",NA,"1925-05-28","Prosa Ficción",0.2,"No",NA
"Yepes Morales, Jesús","Creador","M","Colombia","1899","1933","La Revista","MADRE","1925-05-28","Prosa No Ficción",0.2,"No",NA
"Vargas Vila, José María","Creador","M","Colombia","1860","1933","La Revista","¡MADRE!","1925-05-28","Prosa No Ficción",0.4,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-28","Publicidad",0.1,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista","""La Madre"" de Whistler","1925-05-28","Imagen",0.1,"No",NA
"Márquez Liévano, Ernestina","Creador",NA,NA,NA,NA,"La Revista","CUENTOS DE LA SIERRA","1925-05-28","Prosa Ficción",0.3,"No",NA
"Obando Cardona, Jorge","Ilustrador","M","Colombia","1891","","La Revista","En el ""Alto de Combia"", Fredonia","1925-05-28","Imagen",0.1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-28","Publicidad",0.3,"No",NA
"Morales de Acevedo, Emilio","Creador","M","España","1888","1959","La Revista","JOSE MARIA DE HEREDIA, EN ZAPATILLAS","1925-05-28","Prosa No Ficción",1.4,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-28","Publicidad",0.2,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista","WILLIAM DARIO Y BLANCA LUZ, las dos mejores poesías de Juan Clímaco Vélez","1925-05-28","Imagen",0.1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-28","Publicidad",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","MARIDOS HISTORICOS O LA HISTORIA SE REPITE","1925-05-28","Prosa No Ficción",0.6,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-28","Publicidad",0.4,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","UNA GRAN FIGURA","1925-05-28","Prosa No Ficción",0.6,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-28","Publicidad",0.4,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","SE DESCUBRE LA SONDA ECOICA","1925-05-28","Prosa No Ficción",0.7,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista","BLASCO IBAÑEZ","1925-05-28","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-28","Publicidad",0.1,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista","APOLO","1925-05-28","Imagen",0.2,"No",NA
"Restrepo Piedrahíta, J.","Creador",NA,NA,NA,NA,"La Revista","FLOR DE RESEDA","1925-05-28","Poesía",0.2,"No",NA
"López Gómez, Adel","Creador","M","Colombia","1900","1989","La Revista","SIESTA DE SOL","1925-05-28","Poesía",0.3,"No",NA
"Gutiérrez Calderón, Teodoro","Creador","M","Colombia","1890","1968","La Revista","CUCUTA","1925-05-28","Poesía",0.3,"No",NA
"Tarleau, Lisa Ysaye","Creador","F","Estados Unidos","1878","1952","La Revista","Loutré","1925-05-28","Prosa Ficción",1.6,"Sí","Anónimo"
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-28","Publicidad",0.4,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","La danza de las horas","1925-05-28","Prosa No Ficción",0.8,"No",NA
"Duque Bernal, Augusto","Creador","M","Colombia","1896","1935","La Revista","MOTIVOS RURALES","1925-05-28","Poesía",0.2,"No",NA
"Ferrer, Marco A.","Creador","M","Colombia","1876","1951","La Revista","AYER Y HOY","1925-05-28","Poesía",0.1,"No",NA
"Vélez Escobar, Santiago","Creador","M","Colombia","1900","1955","La Revista","CHARADA","1925-05-28","Poesía",0.2,"No",NA
"Rodríguez Émbil, Luis","Creador","M","Cuba","1879","1954","La Revista","PARADOJAS","1925-05-28","Prosa No Ficción",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-28","Publicidad",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","HIGIENE DE LA MUJER","1925-05-28","Prosa No Ficción",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","LA REVISTA","1925-05-28","Publicidad",0.2,"No",NA
"Santos Chocano, José","Creador","M","Perú","1875","1934","La Revista","LOS PANTANOS","1925-05-28","Poesía",0.1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-28","Publicidad",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-28","Publicidad",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-05-28","Publicidad",1,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista",NA,"1925-06-04","Imagen",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-04","Publicidad",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-04","Publicidad",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-04","Publicidad",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","LA VOCINGLERÍA DEL ÉXODO","1925-06-04","Prosa No Ficción",0.5,"No",NA
"Fervier, Luis","Creador",NA,NA,NA,NA,"La Revista","ASTERISCOS","1925-06-04","Prosa No Ficción",0.3,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista",NA,"1925-06-04","Imagen",0.2,"No",NA
"Fernández Amador, Juan","Creador","M","España","1874","1943","La Revista","LA CIGARRA Y LOS FABULISTAS","1925-06-04","Prosa No Ficción",0.9,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista","AGUSTIN ACOSTA","1925-06-04","Imagen",0.1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-04","Publicidad",0.1,"No",NA
"Acosta y Bello, José Agustín","Creador","M","Cuba","1886","1979","La Revista","PEQUEÑA ODA A MEJICO","1925-06-04","Poesía",0.1,"No",NA
"Yepes Morales, Jesús","Creador","M","Colombia","1899","1933","La Revista","EL AMOR ES UN  SABIO","1925-06-04","Prosa Ficción",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","TUMBA ALADA PARA ROOSEVELT","1925-06-04","Prosa No Ficción",0.3,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-04","Publicidad",0.3,"No",NA
"Andrade Coello, Alejandro","Creador","M","Ecuador","1886","1943","La Revista","AL MARGEN DE ""EL CAMINO DE PAROS""","1925-06-04","Prosa No Ficción",0.8,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista",NA,"1925-06-04","Imagen",0.1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-04","Publicidad",0.1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","Ultimo autógrafo de Epifanio Mejía","1925-06-04","Prosa No Ficción",0.2,"No",NA
"Yepes Morales, Jesús","Creador","M","Colombia","1899","1933","La Revista","HELENA","1925-06-04","Poesía",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","TODO EL MUNDO ESTARA DE BUEN HUMOR","1925-06-04","Publicidad",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-04","Publicidad",0.3,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista","SEÑORITA EUGENIA ARBELAEZ","1925-06-04","Imagen",0.1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","SE BUSCA LA BIBLIOTECA DE IVAN EL TERRIBLE","1925-06-04","Prosa No Ficción",0.7,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-04","Publicidad",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","CREE PODER APROVECHAR LA ENERGIA ATOMICA","1925-06-04","Prosa No Ficción",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","SE OIRA MISA EN LA CASA POR RADIO","1925-06-04","Prosa No Ficción",0.1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","MONUMENTO GRANDIOSO","1925-06-04","Prosa No Ficción",0.3,"No",NA
"Saenz, Alberto","Creador",NA,NA,NA,NA,"La Revista","De las ""trochas"" indias a las carreteras","1925-06-04","Prosa No Ficción",0.3,"No",NA
"Mejía Mejía, Francisco","Ilustrador",NA,NA,NA,NA,"La Revista",NA,"1925-06-04","Imagen",0.2,"No",NA
"Vélez Carmona, Juan Clímaco","Creador","M","Colombia","1898","1944","La Revista","EXCENTRICIDADES POETICAS DE J. YEPES MORALES","1925-06-04","Prosa No Ficción",1,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista","El Repórter y el reporteado","1925-06-04","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-04","Publicidad",0.1,"No",NA
"Vélez Escobar, Santiago","Creador","M","Colombia","1900","1955","La Revista","CHARADA","1925-06-04","Poesía",0.1,"No",NA
"Villa López, Francisco","Creador","M","Colombia","1889","1978","La Revista","UNA MUJER Y UN NIÑO","1925-06-04","Prosa Ficción",0.3,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-04","Publicidad",0.4,"No",NA
"Tarleau, Lisa Ysaye","Creador","F","Estados Unidos","1878","1952","La Revista","Loutré","1925-06-04","Prosa Ficción",1.5,"Sí","Anónimo"
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-04","Publicidad",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-04","Publicidad",0.3,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","La danza de las horas","1925-06-04","Prosa No Ficción",1,"No",NA
"Ramírez Ángel, Emiliano","Creador","M","España","1883","1928","La Revista","AMARILLA Y CON OJERAS","1925-06-04","Poesía",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","TRECE CONDICIONES","1925-06-04","Prosa No Ficción",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-04","Publicidad",0.6,"No",NA
"Arango Echeverri, Alcides","Creador",NA,NA,NA,NA,"La Revista","A TI","1925-06-04","Poesía",0.2,"No",NA
"Arango Echeverri, Alcides","Creador",NA,NA,NA,NA,"La Revista","RITMO DE ENSUEÑO","1925-06-04","Poesía",0.4,"No",NA
"Arango Echeverri, Alcides","Creador",NA,NA,NA,NA,"La Revista","EN LA AUSENCIA","1925-06-04","Poesía",0.2,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista","APOLO","1925-06-04","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-04","Publicidad",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-04","Publicidad",1,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista",NA,"1925-06-12","Imagen",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-12","Publicidad",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-12","Publicidad",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-12","Publicidad",0.6,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","ASTERISCOS","1925-06-12","Prosa No Ficción",0.4,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","UN EDIFICIO SIN CERRADURAS","1925-06-12","Prosa No Ficción",0.5,"No",NA
"Aguirre, Carlos Arturo","Creador",NA,NA,NA,NA,"La Revista","LA VERDADERA PERSONALIDAD DE JESUS YEPES MORALES","1925-06-12","Prosa No Ficción",0.5,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista","APOLO","1925-06-12","Imagen",0.2,"No",NA
"Yepes Morales, Jesús","Creador","M","Colombia","1899","1933","La Revista","BAILARINA","1925-06-12","Poesía",0.2,"No",NA
"Yepes Morales, Jesús","Creador","M","Colombia","1899","1933","La Revista","MEDIOEVAL","1925-06-12","Poesía",0.2,"No",NA
"Arango Echeverri, Alcides","Creador",NA,NA,NA,NA,"La Revista","EN VOZ BAJA","1925-06-12","Poesía",0.4,"No",NA
"Rossi Aguiar, Juan C.","Creador",NA,NA,NA,NA,"La Revista","OJOS DE ENSUEÑO","1925-06-12","Prosa No Ficción",0.2,"No",NA
"Hernández Mesa, Mauro","Creador",NA,NA,NA,NA,"La Revista","CENTENARIO DE LA OBRA DE HUMBOLDT","1925-06-12","Prosa No Ficción",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","DIARIO DE UN LOCO","1925-06-12","Prosa No Ficción",0.1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-12","Publicidad",0.2,"No",NA
"Mandolini, Hernani","Creador","M","Argentina","1892","1945","La Revista","LOS MAESTROS DE LA MUERTE","1925-06-12","Prosa No Ficción",1.6,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista","Señorita Angela Jaramillo en su papel de gitana","1925-06-12","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-12","Publicidad",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","MEDELLIN TOMA EL PINCEL Y PINTA","1925-06-12","Prosa No Ficción",1.7,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-12","Publicidad",0.3,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","EL EXTRAORDINARIO RAID BUENOS AIRES-NEW YORK","1925-06-12","Prosa No Ficción",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","La danza de las horas","1925-06-12","Prosa No Ficción",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-12","Publicidad",0.4,"No",NA
"Tarleau, Lisa Ysaye","Creador","F","Estados Unidos","1878","1952","La Revista","Loutré","1925-06-12","Prosa Ficción",2.1,"Sí","Anónimo"
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-12","Publicidad",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-12","Publicidad",0.6,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","PARA NOVIAS","1925-06-12","Prosa No Ficción",0.3,"No",NA
"Vélez Escobar, Santiago","Creador","M","Colombia","1900","1955","La Revista","CHARADA","1925-06-12","Poesía",0.3,"No",NA
"Obando Cardona, Jorge","Ilustrador","M","Colombia","1891","","La Revista",NA,"1925-06-12","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-12","Publicidad",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-12","Publicidad",0.4,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-12","Publicidad",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-12","Publicidad",1,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista",NA,"1925-06-18","Imagen",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-18","Publicidad",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-18","Publicidad",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-18","Publicidad",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","NO MAQUINAS DE DOCTORAR, SINO CRISOL DE HOMBRES","1925-06-18","Prosa No Ficción",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","Chispas!","1925-06-18","Prosa No Ficción",0.4,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","EL REPORTAJE","1925-06-18","Prosa No Ficción",0.1,"No",NA
"Vélez Carmona, Juan Clímaco","Creador","M","Colombia","1898","1944","La Revista","CON TOMAS CARRASQUILLA","1925-06-18","Prosa No Ficción",1.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-18","Publicidad",0.3,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-18","Publicidad",0.5,"No",NA
"Jaramillo Gaitán, Uva","Creador","F","Colombia","1893","1945","La Revista","EL PRIMER PESAR","1925-06-18","Prosa Ficción",1,"No",NA
"Putnam Browne, Harold","Creador","M","Estados Unidos","1894","1931","La Revista","JOHN SINGER SARGENT, EL FAMOSO PINTOR","1925-06-18","Prosa No Ficción",1.1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-18","Publicidad",0.4,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","SUN YAT SEN, MEDICO Y REVOLUCIONARIO","1925-06-18","Prosa No Ficción",0.6,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-18","Publicidad",0.4,"No",NA
"Márquez Liévano, Ernestina","Creador",NA,NA,NA,NA,"La Revista","CUENTOS DE LA SIERRA","1925-06-18","Prosa Ficción",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","DIARIO DE UN LOCO","1925-06-18","Prosa Ficción",0.2,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista","Srta. Ernestina Márquez Liévano","1925-06-18","Imagen",0.1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-18","Publicidad",0.2,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista","APOLO","1925-06-18","Imagen",0.2,"No",NA
"Bilac, Olavo","Creador","M","Brasil","1865","1918","La Revista","VITA NUOVA","1925-06-18","Poesía",0.2,"Sí","Solís Moncada, José"
"D'Annunzio, Gabriele","Creador","M","Italia","1863","1938","La Revista","EL SEMBRADOR","1925-06-18","Poesía",0.3,"Sí","Solís Moncada, José"
"Ferrer, Marco A.","Creador","M","Colombia","1876","1951","La Revista","EL SECRETO","1925-06-18","Poesía",0.3,"No",NA
"Irazábal, Joaquín Santiago de","Creador","M","España","1879","1965","La Revista","JOSE GARCIA, (ALCALAREÑO)","1925-06-18","Prosa No Ficción",0.5,"No",NA
"Tarleau, Lisa Ysaye","Creador","F","Estados Unidos","1878","1952","La Revista","Loutré","1925-06-18","Prosa Ficción",1.6,"Sí","Anónimo"
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-18","Publicidad",0.4,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","SOMBREROS","1925-06-18","Prosa No Ficción",0.6,"No",NA
"Vélez Escobar, Santiago","Creador","M","Colombia","1900","1955","La Revista","CHARADA","1925-06-18","Poesía",0.1,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista",NA,"1925-06-18","Imagen",0.3,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","La danza de las horas","1925-06-18","Prosa No Ficción",0.8,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-18","Publicidad",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-18","Publicidad",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-18","Publicidad",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-18","Publicidad",1,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista",NA,"1925-06-25","Imagen",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-25","Publicidad",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-25","Publicidad",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-25","Publicidad",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","POR LA ENSEÑANZA PRIMARIA","1925-06-25","Prosa No Ficción",0.6,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista","Chispas!","1925-06-25","Prosa No Ficción",0.4,"No",NA
"Jaramillo Gaitán, Uva","Creador","F","Colombia","1893","1945","La Revista","ARPEGIOS","1925-06-25","Prosa Ficción",0.9,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"La Revista",NA,"1925-06-25","Publicidad",0.1,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"La Revista","LA PROCESION DEL SAGRADO CORAZON DE JESUS EN MEDELLIN","1925-06-25","Imagen",1,"No",NA
"Menéndez, José Luis","Creador",NA,NA,NA,NA,"La Revista","LAS FIRMAS DE LOS GRANDES DRAMATURGOS ESPAÑOLES","1925-06-25","Prosa No Ficción",0.8,"No",NA
